Рут ок, едем.
Листинг mixer controls:
Mixer name: 'mt6895-mt6368'
Number of controls: 774
ctl     type    num     name                                     value
712     BYTE    256     RCV DSP1 Protection f20b EVENTS           00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
713     BYTE    4       SPK DSP1 Protection 400a4 HALO_STATE      00  00  00  02
714     BYTE    4       SPK DSP1 Protection 400a4 HALO_HEARTBEAT  00  94  ab  8e
715     BYTE    4       SPK DSP1 Protection 400a4 AUDIO_BLK_SIZE  00  00  00  20
716     BYTE    12      SPK DSP1 Protection 400a4 BUILD_JOB_NAME  00  4d  61  6e  00  75  61  6c  00  00  00  00
717     BYTE    4       SPK DSP1 Protection 400a4 BUILD_JOB_NUMBER  00  00  00  00
718     BYTE    4       SPK DSP1 Protection 400a4 AL_SAMPLE_RATE_HW  00  00  bb  80
719     BYTE    4       SPK DSP1 Protection 400a4 RATE_NUMBER_BANDS  00  00  00  01
720     BYTE    4       SPK DSP1 Protection 400a4 FIRMWARE_STATE  00  00  00  00
721     BYTE    4       SPK DSP1 Protection 400a4 EVENT_TIMEOUT   00  00  2e  e0
722     BYTE    4       SPK DSP1 Protection 400a4 _OFFSET_HOLD_TIME  00  00  00  00
723     BYTE    4       SPK DSP1 Protection 400a4 LE_FULL_US_BYPASS  00  00  00  00
724     BYTE    4       SPK DSP1 Protection 400a4 MAX_LRCLK_DELAY  00  00  00  10
725     BYTE    4       SPK DSP1 Protection cd CSPL_ENABLE        00  00  00  01
726     BYTE    4       SPK DSP1 Protection cd CSPL_COMMAND       00  00  00  08
727     BYTE    4       SPK DSP1 Protection cd CSPL_STATE         00  00  00  00
728     BYTE    4       SPK DSP1 Protection cd CSPL_ERRORNO       00  00  00  00
729     BYTE    4       SPK DSP1 Protection cd CSPL_TEMPERATURE   00  06  41  00
730     BYTE    4       SPK DSP1 Protection cd UPDT_PRMS          00  00  00  00
731     BYTE    4       SPK DSP1 Protection cd CAL_R              00  00  25  91
732     BYTE    4       SPK DSP1 Protection cd CAL_AMBIENT        00  00  00  17
733     BYTE    4       SPK DSP1 Protection cd CAL_STATUS         00  00  00  01
734     BYTE    4       SPK DSP1 Protection cd CAL_CHECKSUM       00  00  25  92
735     BYTE    4       SPK DSP1 Protection cd CAL_R_SELECTED     00  00  25  91
736     BYTE    4       SPK DSP1 Protection cd CAL_SET_STATUS     00  00  00  02
737     BYTE    4       SPK DSP1 Protection cd DIAG_F0            00  00  00  00
738     BYTE    4       SPK DSP1 Protection cd DIAG_Z_LOW_DIFF    00  00  00  00
739     BYTE    4       SPK DSP1 Protection cd DIAG_F0_STATUS     00  00  00  00
740     BYTE    4       SPK DSP1 Protection cd RTLOG_ENABLE       00  00  00  00
741     BYTE    4       SPK DSP1 Protection cd RTLOG_STATE        00  00  00  00
742     BYTE    4       SPK DSP1 Protection cd RTLOG_COUNT        00  00  00  00
743     BYTE    4       SPK DSP1 Protection cd RTLOG_FRMPRWIN     00  00  00  00
744     BYTE    60      SPK DSP1 Protection cd RTLOG_VARIABLE     00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
745     BYTE    120     SPK DSP1 Protection cd RTLOG_DATA         00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
746     BYTE    4       SPK DSP1 Protection cd BDLOG_MAX_TEMP     00  13  61  fe
747     BYTE    4       SPK DSP1 Protection cd BDLOG_MAX_EXC      00  04  00  00
748     BYTE    4       SPK DSP1 Protection cd DLOG_OVER_TEMP_COUNT  00  00  00  00
749     BYTE    4       SPK DSP1 Protection cd BDLOG_OVER_EXC_COUNT  00  00  00  00
750     BYTE    4       SPK DSP1 Protection cd BDLOG_ABNORMAL_MUTE  00  00  00  00
751     BYTE    4       SPK DSP1 Protection cd BDLOG_VMON_LOW_FLAG  00  00  00  01
752     BYTE    4       SPK DSP1 Protection cd REDUCE_POWER       00  00  00  00
753     BYTE    4       SPK DSP1 Protection cd CH_BAL             00  00  00  00
754     BYTE    4       SPK DSP1 Protection cd ATTENUATION        00  7f  ff  ff
755     BYTE    4       SPK DSP1 Protection cd SPK_OUTPUT_POWER   00  00  00  00
756     BYTE    4       SPK DSP1 Protection cd ALGO_FRAME_DELAY   00  00  00  05
757     BYTE    4       SPK DSP1 Protection cd PROJECT_ID         00  00  00  00
758     BYTE    4       SPK DSP1 Protection cd TUNING_ID          00  00  00  00
759     BYTE    4       SPK DSP1 Protection cd SNAPSHOT_ID        00  00  00  00
760     BYTE    400     SPK DSP1 Protection cd UPDATE_PARAMS_CONFIG  00  00  00  0b  00  00  00  04  00  00  03  00  00  00  04  d4  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  01  00  00  00  1a  00  00  00  00  2f  cd  8b  8f  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
761     BYTE    4       SPK DSP1 Protection f20b EVNTLG_ENABLED   00  00  00  00
762     BYTE    4       SPK DSP1 Protection f20b EVNTLG_TS_SHIFT  00  00  00  04
763     BYTE    4       SPK DSP1 Protection f20b WAS_DISABLED     00  00  00  01
764     BYTE    4       SPK DSP1 Protection f20b BUFFER           00  00  00  00
765     BYTE    4       SPK DSP1 Protection f20b BUFFER_SIZE      00  00  00  20
766     BYTE    4       SPK DSP1 Protection f20b TRANSFER_COMPLETED  00  00  00  01
767     BYTE    4       SPK DSP1 Protection f20b NUM_LOST_EVENTS  00  00  00  00
768     BYTE    4       SPK DSP1 Protection f20b LOST_EVENT_COUNTER  00  00  00  00
769     BYTE    4       SPK DSP1 Protection f20b TRIGGER_INTERRUPT  00  00  00  00
770     BYTE    4       SPK DSP1 Protection f20b BUFFER_COUNT     00  00  00  01
771     BYTE    4       SPK DSP1 Protection f20b FREE_SLOTS       00  00  00  20
772     BYTE    4       SPK DSP1 Protection f20b W_PTR            00  00  00  00
773     BYTE    256     SPK DSP1 Protection f20b EVENTS           00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00  00
Листинг /dev/snd:
comprC0D57
controlC0
pcmC0D0p
pcmC0D10c
pcmC0D11c
pcmC0D12c
pcmC0D13c
pcmC0D14c
pcmC0D15c
pcmC0D16c
pcmC0D17c
pcmC0D18c
pcmC0D19c
pcmC0D1p
pcmC0D20c
pcmC0D21p
pcmC0D22c
pcmC0D22p
pcmC0D23c
pcmC0D23p
pcmC0D24c
pcmC0D24p
pcmC0D25c
pcmC0D25p
pcmC0D26c
pcmC0D26p
pcmC0D27p
pcmC0D28c
pcmC0D28p
pcmC0D29c
pcmC0D29p
pcmC0D2p
pcmC0D3p
pcmC0D4p
pcmC0D52c
pcmC0D53c
pcmC0D53p
pcmC0D54c
pcmC0D54p
pcmC0D55c
pcmC0D56c
pcmC0D56p
pcmC0D58p
pcmC0D59p
pcmC0D5p
pcmC0D60p
pcmC0D61p
pcmC0D62p
pcmC0D63p
pcmC0D64c
pcmC0D65p
pcmC0D66p
pcmC0D67c
pcmC0D68p
pcmC0D69p
pcmC0D6p
pcmC0D70p
pcmC0D71c
pcmC0D7p
pcmC0D8p
pcmC0D9p
timer
Стартую запись из /dev/snd/pcmC0D0c...
dd пиздец: dd: /dev/snd/pcmC0D0c: No such file or directory
0+0 records in
0+0 records out
0 bytes (0 B) copied, 0.001 s, 0 B/s
Запись идёт... Жди 30 сек или Ctrl+C.
 Запись стоп, файл: /storage/emulated/0/call_record.pcm
Файл не создан или пустой. Проверь устройство/права.

[Program finished] то
